county,office,district,party,candidate,votes
Total,U.S. Senate,,,David Kirk,3
Buchanan,U.S. Senate,,,Steve Price,1
Camden,U.S. Senate,,,Gina Bufe,1
Clay,U.S. Senate,,,Steve Price,1
Cole,U.S. Senate,,,Rik Combs,6
Jackson,U.S. Senate,,,Gina Bufe,1
Jefferson,U.S. Senate,,,Steve Price,1
St. Louis,U.S. Senate,,,Gina Bufe,3
Stoddard,U.S. Senate,,,Steve Price,5
Wayne,U.S. Senate,,,Steve Price,1
Total,U.S. Senate,,,Gina Bufe,5
Total,U.S. Senate,,,Rik Combs,6
Total,U.S. Senate,,,Steve Price,9
Adair,State Auditor,,REP,Scott Fitzpatrick,4611
Adair,State Auditor,,DEM,Alan Green,2151
Adair,State Auditor,,LIB,John A. Hartwig Jr.,263
Andrew,State Auditor,,REP,Scott Fitzpatrick,5076
Andrew,State Auditor,,DEM,Alan Green,1405
Andrew,State Auditor,,LIB,John A. Hartwig Jr.,182
Atchison,State Auditor,,REP,Scott Fitzpatrick,1513
Atchison,State Auditor,,DEM,Alan Green,348
Atchison,State Auditor,,LIB,John A. Hartwig Jr.,38
Audrain,State Auditor,,REP,Scott Fitzpatrick,5566
Audrain,State Auditor,,DEM,Alan Green,1655
Audrain,State Auditor,,LIB,John A. Hartwig Jr.,207
Barry,State Auditor,,REP,Scott Fitzpatrick,9200
Barry,State Auditor,,DEM,Alan Green,1529
Barry,State Auditor,,LIB,John A. Hartwig Jr.,225
Barton,State Auditor,,REP,Scott Fitzpatrick,3739
Barton,State Auditor,,DEM,Alan Green,494
Barton,State Auditor,,LIB,John A. Hartwig Jr.,68
Bates,State Auditor,,REP,Scott Fitzpatrick,4453
Bates,State Auditor,,DEM,Alan Green,1076
Bates,State Auditor,,LIB,John A. Hartwig Jr.,171
Benton,State Auditor,,REP,Scott Fitzpatrick,6005
Benton,State Auditor,,DEM,Alan Green,1453
Benton,State Auditor,,LIB,John A. Hartwig Jr.,221
Bollinger,State Auditor,,REP,Scott Fitzpatrick,3617
Bollinger,State Auditor,,DEM,Alan Green,463
Bollinger,State Auditor,,LIB,John A. Hartwig Jr.,64
Boone,State Auditor,,REP,Scott Fitzpatrick,28351
Boone,State Auditor,,DEM,Alan Green,32189
Boone,State Auditor,,LIB,John A. Hartwig Jr.,2063
Buchanan,State Auditor,,REP,Scott Fitzpatrick,15765
Buchanan,State Auditor,,DEM,Alan Green,7777
Buchanan,State Auditor,,LIB,John A. Hartwig Jr.,770
Butler,State Auditor,,REP,Scott Fitzpatrick,9513
Butler,State Auditor,,DEM,Alan Green,1733
Butler,State Auditor,,LIB,John A. Hartwig Jr.,231
Caldwell,State Auditor,,REP,Scott Fitzpatrick,2701
Caldwell,State Auditor,,DEM,Alan Green,586
Caldwell,State Auditor,,LIB,John A. Hartwig Jr.,121
Callaway,State Auditor,,REP,Scott Fitzpatrick,10789
Callaway,State Auditor,,DEM,Alan Green,3660
Callaway,State Auditor,,LIB,John A. Hartwig Jr.,490
Camden,State Auditor,,REP,Scott Fitzpatrick,13971
Camden,State Auditor,,DEM,Alan Green,3725
Camden,State Auditor,,LIB,John A. Hartwig Jr.,485
Cape Girardeau,State Auditor,,REP,Scott Fitzpatrick,21018
Cape Girardeau,State Auditor,,DEM,Alan Green,6132
Cape Girardeau,State Auditor,,LIB,John A. Hartwig Jr.,625
Carroll,State Auditor,,REP,Scott Fitzpatrick,2753
Carroll,State Auditor,,DEM,Alan Green,513
Carroll,State Auditor,,LIB,John A. Hartwig Jr.,80
Carter,State Auditor,,REP,Scott Fitzpatrick,1592
Carter,State Auditor,,DEM,Alan Green,262
Carter,State Auditor,,LIB,John A. Hartwig Jr.,26
Cass,State Auditor,,REP,Scott Fitzpatrick,26291
Cass,State Auditor,,DEM,Alan Green,11787
Cass,State Auditor,,LIB,John A. Hartwig Jr.,1406
Cedar,State Auditor,,REP,Scott Fitzpatrick,4198
Cedar,State Auditor,,DEM,Alan Green,750
Cedar,State Auditor,,LIB,John A. Hartwig Jr.,145
Chariton,State Auditor,,REP,Scott Fitzpatrick,2142
Chariton,State Auditor,,DEM,Alan Green,567
Chariton,State Auditor,,LIB,John A. Hartwig Jr.,73
Christian,State Auditor,,REP,Scott Fitzpatrick,25265
Christian,State Auditor,,DEM,Alan Green,6911
Christian,State Auditor,,LIB,John A. Hartwig Jr.,953
Clark,State Auditor,,REP,Scott Fitzpatrick,1828
Clark,State Auditor,,DEM,Alan Green,428
Clark,State Auditor,,LIB,John A. Hartwig Jr.,79
Clay,State Auditor,,REP,Scott Fitzpatrick,45777
Clay,State Auditor,,DEM,Alan Green,37428
Clay,State Auditor,,LIB,John A. Hartwig Jr.,3397
Clinton,State Auditor,,REP,Scott Fitzpatrick,5408
Clinton,State Auditor,,DEM,Alan Green,1861
Clinton,State Auditor,,LIB,John A. Hartwig Jr.,234
Cole,State Auditor,,REP,Scott Fitzpatrick,19744
Cole,State Auditor,,DEM,Alan Green,7801
Cole,State Auditor,,LIB,John A. Hartwig Jr.,850
Cooper,State Auditor,,REP,Scott Fitzpatrick,4526
Cooper,State Auditor,,DEM,Alan Green,1398
Cooper,State Auditor,,LIB,John A. Hartwig Jr.,171
Cooper,State Auditor,,,Arnie C. Dienoff,1
Crawford,State Auditor,,REP,Scott Fitzpatrick,6066
Crawford,State Auditor,,DEM,Alan Green,1327
Crawford,State Auditor,,LIB,John A. Hartwig Jr.,183
Dade,State Auditor,,REP,Scott Fitzpatrick,2521
Dade,State Auditor,,DEM,Alan Green,418
Dade,State Auditor,,LIB,John A. Hartwig Jr.,57
Dallas,State Auditor,,REP,Scott Fitzpatrick,4642
Dallas,State Auditor,,DEM,Alan Green,894
Dallas,State Auditor,,LIB,John A. Hartwig Jr.,162
Daviess,State Auditor,,REP,Scott Fitzpatrick,2122
Daviess,State Auditor,,DEM,Alan Green,496
Daviess,State Auditor,,LIB,John A. Hartwig Jr.,67
De Kalb,State Auditor,,REP,Scott Fitzpatrick,2698
De Kalb,State Auditor,,DEM,Alan Green,556
De Kalb,State Auditor,,LIB,John A. Hartwig Jr.,103
Dent,State Auditor,,REP,Scott Fitzpatrick,4179
Dent,State Auditor,,DEM,Alan Green,653
Dent,State Auditor,,LIB,John A. Hartwig Jr.,142
Douglas,State Auditor,,REP,Scott Fitzpatrick,4226
Douglas,State Auditor,,DEM,Alan Green,639
Douglas,State Auditor,,LIB,John A. Hartwig Jr.,122
Dunklin,State Auditor,,REP,Scott Fitzpatrick,4986
Dunklin,State Auditor,,DEM,Alan Green,1086
Dunklin,State Auditor,,LIB,John A. Hartwig Jr.,100
Franklin,State Auditor,,REP,Scott Fitzpatrick,26429
Franklin,State Auditor,,DEM,Alan Green,9297
Franklin,State Auditor,,LIB,John A. Hartwig Jr.,1054
Gasconade,State Auditor,,REP,Scott Fitzpatrick,4547
Gasconade,State Auditor,,DEM,Alan Green,1007
Gasconade,State Auditor,,LIB,John A. Hartwig Jr.,124
Gentry,State Auditor,,REP,Scott Fitzpatrick,1821
Gentry,State Auditor,,DEM,Alan Green,425
Gentry,State Auditor,,LIB,John A. Hartwig Jr.,62
Greene,State Auditor,,REP,Scott Fitzpatrick,59696
Greene,State Auditor,,DEM,Alan Green,34975
Greene,State Auditor,,LIB,John A. Hartwig Jr.,2924
Grundy,State Auditor,,REP,Scott Fitzpatrick,2632
Grundy,State Auditor,,DEM,Alan Green,484
Grundy,State Auditor,,LIB,John A. Hartwig Jr.,88
Harrison,State Auditor,,REP,Scott Fitzpatrick,2342
Harrison,State Auditor,,DEM,Alan Green,335
Harrison,State Auditor,,LIB,John A. Hartwig Jr.,44
Henry,State Auditor,,REP,Scott Fitzpatrick,5603
Henry,State Auditor,,DEM,Alan Green,1621
Henry,State Auditor,,LIB,John A. Hartwig Jr.,216
Hickory,State Auditor,,REP,Scott Fitzpatrick,2882
Hickory,State Auditor,,DEM,Alan Green,669
Hickory,State Auditor,,LIB,John A. Hartwig Jr.,87
Holt,State Auditor,,REP,Scott Fitzpatrick,1419
Holt,State Auditor,,DEM,Alan Green,215
Holt,State Auditor,,LIB,John A. Hartwig Jr.,29
Howard,State Auditor,,REP,Scott Fitzpatrick,2741
Howard,State Auditor,,DEM,Alan Green,929
Howard,State Auditor,,LIB,John A. Hartwig Jr.,149
Howell,State Auditor,,REP,Scott Fitzpatrick,10766
Howell,State Auditor,,DEM,Alan Green,2044
Howell,State Auditor,,LIB,John A. Hartwig Jr.,370
Iron,State Auditor,,REP,Scott Fitzpatrick,2345
Iron,State Auditor,,DEM,Alan Green,602
Iron,State Auditor,,LIB,John A. Hartwig Jr.,89
Jackson,State Auditor,,REP,Scott Fitzpatrick,68301
Jackson,State Auditor,,DEM,Alan Green,56328
Jackson,State Auditor,,LIB,John A. Hartwig Jr.,4807
Jasper,State Auditor,,REP,Scott Fitzpatrick,25962
Jasper,State Auditor,,DEM,Alan Green,7673
Jasper,State Auditor,,LIB,John A. Hartwig Jr.,1006
Jefferson,State Auditor,,REP,Scott Fitzpatrick,51777
Jefferson,State Auditor,,DEM,Alan Green,23956
Jefferson,State Auditor,,LIB,John A. Hartwig Jr.,2737
Johnson,State Auditor,,REP,Scott Fitzpatrick,10793
Johnson,State Auditor,,DEM,Alan Green,4243
Johnson,State Auditor,,LIB,John A. Hartwig Jr.,590
Kansas City,State Auditor,,REP,Scott Fitzpatrick,17786
Kansas City,State Auditor,,DEM,Alan Green,65350
Kansas City,State Auditor,,LIB,John A. Hartwig Jr.,2301
Kansas City,State Auditor,,,Arnie C. Dienoff,1
Knox,State Auditor,,REP,Scott Fitzpatrick,1058
Knox,State Auditor,,DEM,Alan Green,230
Knox,State Auditor,,LIB,John A. Hartwig Jr.,46
Laclede,State Auditor,,REP,Scott Fitzpatrick,9403
Laclede,State Auditor,,DEM,Alan Green,1653
Laclede,State Auditor,,LIB,John A. Hartwig Jr.,286
Lafayette,State Auditor,,REP,Scott Fitzpatrick,8729
Lafayette,State Auditor,,DEM,Alan Green,2851
Lafayette,State Auditor,,LIB,John A. Hartwig Jr.,405
Lawrence,State Auditor,,REP,Scott Fitzpatrick,10330
Lawrence,State Auditor,,DEM,Alan Green,1889
Lawrence,State Auditor,,LIB,John A. Hartwig Jr.,305
Lewis,State Auditor,,REP,Scott Fitzpatrick,2476
Lewis,State Auditor,,DEM,Alan Green,574
Lewis,State Auditor,,LIB,John A. Hartwig Jr.,88
Lincoln,State Auditor,,REP,Scott Fitzpatrick,14856
Lincoln,State Auditor,,DEM,Alan Green,4227
Lincoln,State Auditor,,LIB,John A. Hartwig Jr.,680
Linn,State Auditor,,REP,Scott Fitzpatrick,3063
Linn,State Auditor,,DEM,Alan Green,893
Linn,State Auditor,,LIB,John A. Hartwig Jr.,127
Livingston,State Auditor,,REP,Scott Fitzpatrick,3738
Livingston,State Auditor,,DEM,Alan Green,863
Livingston,State Auditor,,LIB,John A. Hartwig Jr.,112
Macon,State Auditor,,REP,Scott Fitzpatrick,4434
Macon,State Auditor,,DEM,Alan Green,1022
Macon,State Auditor,,LIB,John A. Hartwig Jr.,117
Madison,State Auditor,,REP,Scott Fitzpatrick,2952
Madison,State Auditor,,DEM,Alan Green,672
Madison,State Auditor,,LIB,John A. Hartwig Jr.,68
Maries,State Auditor,,REP,Scott Fitzpatrick,2859
Maries,State Auditor,,DEM,Alan Green,513
Maries,State Auditor,,LIB,John A. Hartwig Jr.,72
Marion,State Auditor,,REP,Scott Fitzpatrick,6570
Marion,State Auditor,,DEM,Alan Green,1886
Marion,State Auditor,,LIB,John A. Hartwig Jr.,194
McDonald,State Auditor,,REP,Scott Fitzpatrick,5114
McDonald,State Auditor,,DEM,Alan Green,831
McDonald,State Auditor,,LIB,John A. Hartwig Jr.,141
Mercer,State Auditor,,REP,Scott Fitzpatrick,1072
Mercer,State Auditor,,DEM,Alan Green,150
Mercer,State Auditor,,LIB,John A. Hartwig Jr.,37
Mercer,State Auditor,,,Arnie C. Dienoff,1
Miller,State Auditor,,REP,Scott Fitzpatrick,7142
Miller,State Auditor,,DEM,Alan Green,1248
Miller,State Auditor,,LIB,John A. Hartwig Jr.,271
Mississippi,State Auditor,,REP,Scott Fitzpatrick,2257
Mississippi,State Auditor,,DEM,Alan Green,541
Mississippi,State Auditor,,LIB,John A. Hartwig Jr.,54
Moniteau,State Auditor,,REP,Scott Fitzpatrick,4127
Moniteau,State Auditor,,DEM,Alan Green,793
Moniteau,State Auditor,,LIB,John A. Hartwig Jr.,164
Monroe,State Auditor,,REP,Scott Fitzpatrick,2487
Monroe,State Auditor,,DEM,Alan Green,566
Monroe,State Auditor,,LIB,John A. Hartwig Jr.,81
Montgomery,State Auditor,,REP,Scott Fitzpatrick,3210
Montgomery,State Auditor,,DEM,Alan Green,759
Montgomery,State Auditor,,LIB,John A. Hartwig Jr.,89
Morgan,State Auditor,,REP,Scott Fitzpatrick,5365
Morgan,State Auditor,,DEM,Alan Green,1270
Morgan,State Auditor,,LIB,John A. Hartwig Jr.,211
New Madrid,State Auditor,,REP,Scott Fitzpatrick,3375
New Madrid,State Auditor,,DEM,Alan Green,917
New Madrid,State Auditor,,LIB,John A. Hartwig Jr.,74
Newton,State Auditor,,REP,Scott Fitzpatrick,15917
Newton,State Auditor,,DEM,Alan Green,3569
Newton,State Auditor,,LIB,John A. Hartwig Jr.,435
Nodaway,State Auditor,,REP,Scott Fitzpatrick,5032
Nodaway,State Auditor,,DEM,Alan Green,1807
Nodaway,State Auditor,,LIB,John A. Hartwig Jr.,165
Oregon,State Auditor,,REP,Scott Fitzpatrick,2500
Oregon,State Auditor,,DEM,Alan Green,496
Oregon,State Auditor,,LIB,John A. Hartwig Jr.,55
Osage,State Auditor,,REP,Scott Fitzpatrick,4776
Osage,State Auditor,,DEM,Alan Green,636
Osage,State Auditor,,LIB,John A. Hartwig Jr.,96
Ozark,State Auditor,,REP,Scott Fitzpatrick,3087
Ozark,State Auditor,,DEM,Alan Green,496
Ozark,State Auditor,,LIB,John A. Hartwig Jr.,92
Pemiscot,State Auditor,,REP,Scott Fitzpatrick,2490
Pemiscot,State Auditor,,DEM,Alan Green,678
Pemiscot,State Auditor,,LIB,John A. Hartwig Jr.,31
Perry,State Auditor,,REP,Scott Fitzpatrick,5214
Perry,State Auditor,,DEM,Alan Green,984
Perry,State Auditor,,LIB,John A. Hartwig Jr.,97
Pettis,State Auditor,,REP,Scott Fitzpatrick,9757
Pettis,State Auditor,,DEM,Alan Green,2812
Pettis,State Auditor,,LIB,John A. Hartwig Jr.,469
Phelps,State Auditor,,REP,Scott Fitzpatrick,9627
Phelps,State Auditor,,DEM,Alan Green,3509
Phelps,State Auditor,,LIB,John A. Hartwig Jr.,426
Pike,State Auditor,,REP,Scott Fitzpatrick,3939
Pike,State Auditor,,DEM,Alan Green,1068
Pike,State Auditor,,LIB,John A. Hartwig Jr.,134
Platte,State Auditor,,REP,Scott Fitzpatrick,21843
Platte,State Auditor,,DEM,Alan Green,17909
Platte,State Auditor,,LIB,John A. Hartwig Jr.,1172
Polk,State Auditor,,REP,Scott Fitzpatrick,8382
Polk,State Auditor,,DEM,Alan Green,1835
Polk,State Auditor,,LIB,John A. Hartwig Jr.,318
Pulaski,State Auditor,,REP,Scott Fitzpatrick,7054
Pulaski,State Auditor,,DEM,Alan Green,1845
Pulaski,State Auditor,,LIB,John A. Hartwig Jr.,385
Putnam,State Auditor,,REP,Scott Fitzpatrick,1410
Putnam,State Auditor,,DEM,Alan Green,217
Putnam,State Auditor,,LIB,John A. Hartwig Jr.,73
Ralls,State Auditor,,REP,Scott Fitzpatrick,3076
Ralls,State Auditor,,DEM,Alan Green,780
Ralls,State Auditor,,LIB,John A. Hartwig Jr.,110
Randolph,State Auditor,,REP,Scott Fitzpatrick,5579
Randolph,State Auditor,,DEM,Alan Green,1573
Randolph,State Auditor,,LIB,John A. Hartwig Jr.,237
Ray,State Auditor,,REP,Scott Fitzpatrick,5490
Ray,State Auditor,,DEM,Alan Green,1999
Ray,State Auditor,,LIB,John A. Hartwig Jr.,332
Reynolds,State Auditor,,REP,Scott Fitzpatrick,1885
Reynolds,State Auditor,,DEM,Alan Green,420
Reynolds,State Auditor,,LIB,John A. Hartwig Jr.,41
Ripley,State Auditor,,REP,Scott Fitzpatrick,3077
Ripley,State Auditor,,DEM,Alan Green,561
Ripley,State Auditor,,LIB,John A. Hartwig Jr.,74
Saline,State Auditor,,REP,Scott Fitzpatrick,4297
Saline,State Auditor,,DEM,Alan Green,1661
Saline,State Auditor,,LIB,John A. Hartwig Jr.,285
Schuyler,State Auditor,,REP,Scott Fitzpatrick,1215
Schuyler,State Auditor,,DEM,Alan Green,238
Schuyler,State Auditor,,LIB,John A. Hartwig Jr.,57
Scotland,State Auditor,,REP,Scott Fitzpatrick,1105
Scotland,State Auditor,,DEM,Alan Green,222
Scotland,State Auditor,,LIB,John A. Hartwig Jr.,32
Scott,State Auditor,,REP,Scott Fitzpatrick,9392
Scott,State Auditor,,DEM,Alan Green,2006
Scott,State Auditor,,LIB,John A. Hartwig Jr.,178
Shannon,State Auditor,,REP,Scott Fitzpatrick,2318
Shannon,State Auditor,,DEM,Alan Green,513
Shannon,State Auditor,,LIB,John A. Hartwig Jr.,50
Shelby,State Auditor,,REP,Scott Fitzpatrick,1809
Shelby,State Auditor,,DEM,Alan Green,405
Shelby,State Auditor,,LIB,John A. Hartwig Jr.,71
St. Charles,State Auditor,,REP,Scott Fitzpatrick,90102
St. Charles,State Auditor,,DEM,Alan Green,54456
St. Charles,State Auditor,,LIB,John A. Hartwig Jr.,4691
St. Charles,State Auditor,,,Arnie C. Dienoff,3
St. Clair,State Auditor,,REP,Scott Fitzpatrick,2877
St. Clair,State Auditor,,DEM,Alan Green,693
St. Clair,State Auditor,,LIB,John A. Hartwig Jr.,115
St. Francois,State Auditor,,REP,Scott Fitzpatrick,13195
St. Francois,State Auditor,,DEM,Alan Green,4368
St. Francois,State Auditor,,LIB,John A. Hartwig Jr.,528
St. Louis,State Auditor,,REP,Scott Fitzpatrick,152902
St. Louis,State Auditor,,DEM,Alan Green,202506
St. Louis,State Auditor,,LIB,John A. Hartwig Jr.,10680
St. Louis,State Auditor,,,Arnie C. Dienoff,1
St. Louis City,State Auditor,,REP,Scott Fitzpatrick,14662
St. Louis City,State Auditor,,DEM,Alan Green,66095
St. Louis City,State Auditor,,LIB,John A. Hartwig Jr.,2439
Ste. Genevieve,State Auditor,,REP,Scott Fitzpatrick,4490
Ste. Genevieve,State Auditor,,DEM,Alan Green,1823
Ste. Genevieve,State Auditor,,LIB,John A. Hartwig Jr.,177
Stoddard,State Auditor,,REP,Scott Fitzpatrick,7436
Stoddard,State Auditor,,DEM,Alan Green,1056
Stoddard,State Auditor,,LIB,John A. Hartwig Jr.,129
Stone,State Auditor,,REP,Scott Fitzpatrick,11255
Stone,State Auditor,,DEM,Alan Green,2220
Stone,State Auditor,,LIB,John A. Hartwig Jr.,274
Sullivan,State Auditor,,REP,Scott Fitzpatrick,1402
Sullivan,State Auditor,,DEM,Alan Green,299
Sullivan,State Auditor,,LIB,John A. Hartwig Jr.,32
Taney,State Auditor,,REP,Scott Fitzpatrick,14224
Taney,State Auditor,,DEM,Alan Green,3091
Taney,State Auditor,,LIB,John A. Hartwig Jr.,395
Texas,State Auditor,,REP,Scott Fitzpatrick,6879
Texas,State Auditor,,DEM,Alan Green,1128
Texas,State Auditor,,LIB,John A. Hartwig Jr.,202
Vernon,State Auditor,,REP,Scott Fitzpatrick,4826
Vernon,State Auditor,,DEM,Alan Green,1151
Vernon,State Auditor,,LIB,John A. Hartwig Jr.,131
Warren,State Auditor,,REP,Scott Fitzpatrick,9553
Warren,State Auditor,,DEM,Alan Green,3132
Warren,State Auditor,,LIB,John A. Hartwig Jr.,404
Washington,State Auditor,,REP,Scott Fitzpatrick,5446
Washington,State Auditor,,DEM,Alan Green,1198
Washington,State Auditor,,LIB,John A. Hartwig Jr.,192
Wayne,State Auditor,,REP,Scott Fitzpatrick,3439
Wayne,State Auditor,,DEM,Alan Green,560
Wayne,State Auditor,,LIB,John A. Hartwig Jr.,52
Webster,State Auditor,,REP,Scott Fitzpatrick,11235
Webster,State Auditor,,DEM,Alan Green,2493
Webster,State Auditor,,LIB,John A. Hartwig Jr.,415
Worth,State Auditor,,REP,Scott Fitzpatrick,673
Worth,State Auditor,,DEM,Alan Green,160
Worth,State Auditor,,LIB,John A. Hartwig Jr.,26
Wright,State Auditor,,REP,Scott Fitzpatrick,5375
Wright,State Auditor,,DEM,Alan Green,685
Wright,State Auditor,,LIB,John A. Hartwig Jr.,159
Total,State Auditor,,REP,Scott Fitzpatrick,1219553
Total,State Auditor,,DEM,Alan Green,772005
Total,State Auditor,,LIB,John A. Hartwig Jr.,61329
Total,State Auditor,,,Arnie C. Dienoff,7
