county,office,district,party,candidate,votes
Caldwell,U.S. Senate,,DEM,Trudy Busch Valentine,745
Caldwell,U.S. Senate,,LIB,Jonathan Dine,68
Caldwell,U.S. Senate,,CON,Paul Venable,31
Callaway,U.S. Senate,,REP,Eric Schmitt,9917
Callaway,U.S. Senate,,DEM,Trudy Busch Valentine,4622
Callaway,U.S. Senate,,LIB,Jonathan Dine,332
Callaway,U.S. Senate,,CON,Paul Venable,132
Camden,U.S. Senate,,REP,Eric Schmitt,13380
Camden,U.S. Senate,,DEM,Trudy Busch Valentine,4384
Camden,U.S. Senate,,LIB,Jonathan Dine,331
Camden,U.S. Senate,,CON,Paul Venable,193
Cape Girardeau,U.S. Senate,,REP,Eric Schmitt,20511
Cape Girardeau,U.S. Senate,,DEM,Trudy Busch Valentine,6650
Cape Girardeau,U.S. Senate,,LIB,Jonathan Dine,473
Cape Girardeau,U.S. Senate,,CON,Paul Venable,254
Carroll,U.S. Senate,,REP,Eric Schmitt,2610
Carroll,U.S. Senate,,DEM,Trudy Busch Valentine,685
Carroll,U.S. Senate,,LIB,Jonathan Dine,49
Carroll,U.S. Senate,,CON,Paul Venable,15
Carter,U.S. Senate,,REP,Eric Schmitt,1578
Carter,U.S. Senate,,DEM,Trudy Busch Valentine,298
Carter,U.S. Senate,,LIB,Jonathan Dine,26
Carter,U.S. Senate,,CON,Paul Venable,9
Cass,U.S. Senate,,REP,Eric Schmitt,24848
Cass,U.S. Senate,,DEM,Trudy Busch Valentine,13927
Cass,U.S. Senate,,LIB,Jonathan Dine,744
Cass,U.S. Senate,,CON,Paul Venable,279
Cass,U.S. Senate,,,David Kirk,1
Cedar,U.S. Senate,,REP,Eric Schmitt,3962
Cedar,U.S. Senate,,DEM,Trudy Busch Valentine,929
Cedar,U.S. Senate,,LIB,Jonathan Dine,149
Cedar,U.S. Senate,,CON,Paul Venable,109
Chariton,U.S. Senate,,REP,Eric Schmitt,2083
Chariton,U.S. Senate,,DEM,Trudy Busch Valentine,667
Chariton,U.S. Senate,,LIB,Jonathan Dine,38
Chariton,U.S. Senate,,CON,Paul Venable,25
Christian,U.S. Senate,,REP,Eric Schmitt,24206
Christian,U.S. Senate,,DEM,Trudy Busch Valentine,8070
Christian,U.S. Senate,,LIB,Jonathan Dine,720
Christian,U.S. Senate,,CON,Paul Venable,304
Clark,U.S. Senate,,REP,Eric Schmitt,1738
Clark,U.S. Senate,,DEM,Trudy Busch Valentine,535
Clark,U.S. Senate,,LIB,Jonathan Dine,45
Clark,U.S. Senate,,CON,Paul Venable,31
Clay,U.S. Senate,,REP,Eric Schmitt,43210
Clay,U.S. Senate,,DEM,Trudy Busch Valentine,41987
Clay,U.S. Senate,,LIB,Jonathan Dine,1593
Clay,U.S. Senate,,CON,Paul Venable,615
Clinton,U.S. Senate,,REP,Eric Schmitt,5147
Clinton,U.S. Senate,,DEM,Trudy Busch Valentine,2219
Clinton,U.S. Senate,,LIB,Jonathan Dine,148
Clinton,U.S. Senate,,CON,Paul Venable,55
Cole,U.S. Senate,,REP,Eric Schmitt,18289
Cole,U.S. Senate,,DEM,Trudy Busch Valentine,9487
Cole,U.S. Senate,,LIB,Jonathan Dine,559
Cole,U.S. Senate,,CON,Paul Venable,197
Cooper,U.S. Senate,,REP,Eric Schmitt,4198
Cooper,U.S. Senate,,DEM,Trudy Busch Valentine,1737
Cooper,U.S. Senate,,LIB,Jonathan Dine,120
Cooper,U.S. Senate,,CON,Paul Venable,73
Crawford,U.S. Senate,,REP,Eric Schmitt,5822
Crawford,U.S. Senate,,DEM,Trudy Busch Valentine,1610
Crawford,U.S. Senate,,LIB,Jonathan Dine,114
Crawford,U.S. Senate,,CON,Paul Venable,57
Dade,U.S. Senate,,REP,Eric Schmitt,2395
Dade,U.S. Senate,,DEM,Trudy Busch Valentine,501
Dade,U.S. Senate,,LIB,Jonathan Dine,64
Dade,U.S. Senate,,CON,Paul Venable,37
Dallas,U.S. Senate,,REP,Eric Schmitt,4449
Dallas,U.S. Senate,,DEM,Trudy Busch Valentine,1097
Dallas,U.S. Senate,,LIB,Jonathan Dine,125
Dallas,U.S. Senate,,CON,Paul Venable,81
Daviess,U.S. Senate,,REP,Eric Schmitt,2029
Daviess,U.S. Senate,,DEM,Trudy Busch Valentine,608
Daviess,U.S. Senate,,LIB,Jonathan Dine,39
Daviess,U.S. Senate,,CON,Paul Venable,33
De Kalb,U.S. Senate,,REP,Eric Schmitt,2575
De Kalb,U.S. Senate,,DEM,Trudy Busch Valentine,700
De Kalb,U.S. Senate,,LIB,Jonathan Dine,88
De Kalb,U.S. Senate,,CON,Paul Venable,31
Dent,U.S. Senate,,REP,Eric Schmitt,4030
Dent,U.S. Senate,,DEM,Trudy Busch Valentine,822
Dent,U.S. Senate,,LIB,Jonathan Dine,102
Dent,U.S. Senate,,CON,Paul Venable,60
Douglas,U.S. Senate,,REP,Eric Schmitt,4101
Douglas,U.S. Senate,,DEM,Trudy Busch Valentine,780
Douglas,U.S. Senate,,LIB,Jonathan Dine,103
Douglas,U.S. Senate,,CON,Paul Venable,48
Dunklin,U.S. Senate,,REP,Eric Schmitt,4906
Dunklin,U.S. Senate,,DEM,Trudy Busch Valentine,1167
Dunklin,U.S. Senate,,LIB,Jonathan Dine,92
Dunklin,U.S. Senate,,CON,Paul Venable,53
Dunklin,U.S. Senate,,,David Kirk,2
Franklin,U.S. Senate,,REP,Eric Schmitt,25089
Franklin,U.S. Senate,,DEM,Trudy Busch Valentine,11139
Franklin,U.S. Senate,,LIB,Jonathan Dine,589
Franklin,U.S. Senate,,CON,Paul Venable,271
Gasconade,U.S. Senate,,REP,Eric Schmitt,4306
Gasconade,U.S. Senate,,DEM,Trudy Busch Valentine,1299
Gasconade,U.S. Senate,,LIB,Jonathan Dine,84
Gasconade,U.S. Senate,,CON,Paul Venable,23
Gentry,U.S. Senate,,REP,Eric Schmitt,1748
Gentry,U.S. Senate,,DEM,Trudy Busch Valentine,528
Gentry,U.S. Senate,,LIB,Jonathan Dine,37
Gentry,U.S. Senate,,CON,Paul Venable,12
Greene,U.S. Senate,,REP,Eric Schmitt,55499
Greene,U.S. Senate,,DEM,Trudy Busch Valentine,39211
Greene,U.S. Senate,,LIB,Jonathan Dine,2223
Greene,U.S. Senate,,CON,Paul Venable,1078
Grundy,U.S. Senate,,REP,Eric Schmitt,2514
Grundy,U.S. Senate,,DEM,Trudy Busch Valentine,641
Grundy,U.S. Senate,,LIB,Jonathan Dine,46
Grundy,U.S. Senate,,CON,Paul Venable,25
Harrison,U.S. Senate,,REP,Eric Schmitt,2237
Harrison,U.S. Senate,,DEM,Trudy Busch Valentine,445
Harrison,U.S. Senate,,LIB,Jonathan Dine,41
Harrison,U.S. Senate,,CON,Paul Venable,13
Henry,U.S. Senate,,REP,Eric Schmitt,5232
Henry,U.S. Senate,,DEM,Trudy Busch Valentine,2084
Henry,U.S. Senate,,LIB,Jonathan Dine,128
Henry,U.S. Senate,,CON,Paul Venable,84
Hickory,U.S. Senate,,REP,Eric Schmitt,2747
Hickory,U.S. Senate,,DEM,Trudy Busch Valentine,796
Hickory,U.S. Senate,,LIB,Jonathan Dine,87
Hickory,U.S. Senate,,CON,Paul Venable,38
Holt,U.S. Senate,,REP,Eric Schmitt,1383
Holt,U.S. Senate,,DEM,Trudy Busch Valentine,262
Holt,U.S. Senate,,LIB,Jonathan Dine,20
Holt,U.S. Senate,,CON,Paul Venable,6
Howard,U.S. Senate,,REP,Eric Schmitt,2529
Howard,U.S. Senate,,DEM,Trudy Busch Valentine,1212
Howard,U.S. Senate,,LIB,Jonathan Dine,99
Howard,U.S. Senate,,CON,Paul Venable,32
Howell,U.S. Senate,,REP,Eric Schmitt,10336
Howell,U.S. Senate,,DEM,Trudy Busch Valentine,2452
Howell,U.S. Senate,,LIB,Jonathan Dine,342
Howell,U.S. Senate,,CON,Paul Venable,168
Iron,U.S. Senate,,REP,Eric Schmitt,2246
Iron,U.S. Senate,,DEM,Trudy Busch Valentine,747
Iron,U.S. Senate,,LIB,Jonathan Dine,49
Iron,U.S. Senate,,CON,Paul Venable,30
Jackson,U.S. Senate,,REP,Eric Schmitt,64471
Jackson,U.S. Senate,,DEM,Trudy Busch Valentine,62895
Jackson,U.S. Senate,,LIB,Jonathan Dine,2188
Jackson,U.S. Senate,,CON,Paul Venable,1041
Jackson,U.S. Senate,,,Nathan V. Mooney,1
Jasper,U.S. Senate,,REP,Eric Schmitt,25183
Jasper,U.S. Senate,,DEM,Trudy Busch Valentine,8500
Jasper,U.S. Senate,,LIB,Jonathan Dine,785
Jasper,U.S. Senate,,CON,Paul Venable,231
Jefferson,U.S. Senate,,REP,Eric Schmitt,48881
Jefferson,U.S. Senate,,DEM,Trudy Busch Valentine,28670
Jefferson,U.S. Senate,,LIB,Jonathan Dine,1226
Jefferson,U.S. Senate,,CON,Paul Venable,660
Johnson,U.S. Senate,,REP,Eric Schmitt,10019
Johnson,U.S. Senate,,DEM,Trudy Busch Valentine,5134
Johnson,U.S. Senate,,LIB,Jonathan Dine,376
Johnson,U.S. Senate,,CON,Paul Venable,143
Kansas City,U.S. Senate,,REP,Eric Schmitt,16353
Kansas City,U.S. Senate,,DEM,Trudy Busch Valentine,68143
Kansas City,U.S. Senate,,LIB,Jonathan Dine,1134
Kansas City,U.S. Senate,,CON,Paul Venable,373
Kansas City,U.S. Senate,,,Nathan V. Mooney,1
Knox,U.S. Senate,,REP,Eric Schmitt,996
Knox,U.S. Senate,,DEM,Trudy Busch Valentine,317
Knox,U.S. Senate,,LIB,Jonathan Dine,32
Knox,U.S. Senate,,CON,Paul Venable,21
Laclede,U.S. Senate,,REP,Eric Schmitt,9018
Laclede,U.S. Senate,,DEM,Trudy Busch Valentine,1948
Laclede,U.S. Senate,,LIB,Jonathan Dine,260
Laclede,U.S. Senate,,CON,Paul Venable,125
Lafayette,U.S. Senate,,REP,Eric Schmitt,8233
Lafayette,U.S. Senate,,DEM,Trudy Busch Valentine,3525
Lafayette,U.S. Senate,,LIB,Jonathan Dine,213
Lafayette,U.S. Senate,,CON,Paul Venable,59
Lawrence,U.S. Senate,,REP,Eric Schmitt,9834
Lawrence,U.S. Senate,,DEM,Trudy Busch Valentine,2316
Lawrence,U.S. Senate,,LIB,Jonathan Dine,251
Lawrence,U.S. Senate,,CON,Paul Venable,160
Lewis,U.S. Senate,,REP,Eric Schmitt,2339
Lewis,U.S. Senate,,DEM,Trudy Busch Valentine,716
Lewis,U.S. Senate,,LIB,Jonathan Dine,72
Lewis,U.S. Senate,,CON,Paul Venable,25
Lincoln,U.S. Senate,,REP,Eric Schmitt,14099
Lincoln,U.S. Senate,,DEM,Trudy Busch Valentine,5202
Lincoln,U.S. Senate,,LIB,Jonathan Dine,413
Lincoln,U.S. Senate,,CON,Paul Venable,159
Linn,U.S. Senate,,REP,Eric Schmitt,2915
Linn,U.S. Senate,,DEM,Trudy Busch Valentine,1129
Linn,U.S. Senate,,LIB,Jonathan Dine,68
Linn,U.S. Senate,,CON,Paul Venable,19
Livingston,U.S. Senate,,REP,Eric Schmitt,3523
Livingston,U.S. Senate,,DEM,Trudy Busch Valentine,1131
Livingston,U.S. Senate,,LIB,Jonathan Dine,52
Livingston,U.S. Senate,,CON,Paul Venable,37
Macon,U.S. Senate,,REP,Eric Schmitt,4264
Macon,U.S. Senate,,DEM,Trudy Busch Valentine,1174
Macon,U.S. Senate,,LIB,Jonathan Dine,103
Macon,U.S. Senate,,CON,Paul Venable,47
Madison,U.S. Senate,,REP,Eric Schmitt,2907
Madison,U.S. Senate,,DEM,Trudy Busch Valentine,721
Madison,U.S. Senate,,LIB,Jonathan Dine,63
Madison,U.S. Senate,,CON,Paul Venable,29
Maries,U.S. Senate,,REP,Eric Schmitt,2737
Maries,U.S. Senate,,DEM,Trudy Busch Valentine,652
Maries,U.S. Senate,,LIB,Jonathan Dine,45
Maries,U.S. Senate,,CON,Paul Venable,20
Marion,U.S. Senate,,REP,Eric Schmitt,6254
Marion,U.S. Senate,,DEM,Trudy Busch Valentine,2197
Marion,U.S. Senate,,LIB,Jonathan Dine,187
Marion,U.S. Senate,,CON,Paul Venable,55
McDonald,U.S. Senate,,REP,Eric Schmitt,5001
McDonald,U.S. Senate,,DEM,Trudy Busch Valentine,887
McDonald,U.S. Senate,,LIB,Jonathan Dine,151
McDonald,U.S. Senate,,CON,Paul Venable,52
Mercer,U.S. Senate,,REP,Eric Schmitt,1028
Mercer,U.S. Senate,,DEM,Trudy Busch Valentine,213
Mercer,U.S. Senate,,LIB,Jonathan Dine,20
Mercer,U.S. Senate,,CON,Paul Venable,3
Miller,U.S. Senate,,REP,Eric Schmitt,6889
Miller,U.S. Senate,,DEM,Trudy Busch Valentine,1574
Miller,U.S. Senate,,LIB,Jonathan Dine,184
Miller,U.S. Senate,,CON,Paul Venable,92
Mississippi,U.S. Senate,,REP,Eric Schmitt,2237
Mississippi,U.S. Senate,,DEM,Trudy Busch Valentine,592
Mississippi,U.S. Senate,,LIB,Jonathan Dine,42
Mississippi,U.S. Senate,,CON,Paul Venable,25
Moniteau,U.S. Senate,,REP,Eric Schmitt,3903
Moniteau,U.S. Senate,,DEM,Trudy Busch Valentine,1088
Moniteau,U.S. Senate,,LIB,Jonathan Dine,95
Moniteau,U.S. Senate,,CON,Paul Venable,42
Monroe,U.S. Senate,,REP,Eric Schmitt,2344
Monroe,U.S. Senate,,DEM,Trudy Busch Valentine,739
Monroe,U.S. Senate,,LIB,Jonathan Dine,56
Monroe,U.S. Senate,,CON,Paul Venable,19
Montgomery,U.S. Senate,,REP,Eric Schmitt,2990
Montgomery,U.S. Senate,,DEM,Trudy Busch Valentine,1015
Montgomery,U.S. Senate,,LIB,Jonathan Dine,51
Montgomery,U.S. Senate,,CON,Paul Venable,29
Morgan,U.S. Senate,,REP,Eric Schmitt,5150
Morgan,U.S. Senate,,DEM,Trudy Busch Valentine,1584
Morgan,U.S. Senate,,LIB,Jonathan Dine,137
Morgan,U.S. Senate,,CON,Paul Venable,80
New Madrid,U.S. Senate,,REP,Eric Schmitt,3347
New Madrid,U.S. Senate,,DEM,Trudy Busch Valentine,964
New Madrid,U.S. Senate,,LIB,Jonathan Dine,76
New Madrid,U.S. Senate,,CON,Paul Venable,25
Newton,U.S. Senate,,REP,Eric Schmitt,15565
Newton,U.S. Senate,,DEM,Trudy Busch Valentine,3878
Newton,U.S. Senate,,LIB,Jonathan Dine,388
Newton,U.S. Senate,,CON,Paul Venable,106
Nodaway,U.S. Senate,,REP,Eric Schmitt,4757
Nodaway,U.S. Senate,,DEM,Trudy Busch Valentine,2156
Nodaway,U.S. Senate,,LIB,Jonathan Dine,116
Nodaway,U.S. Senate,,CON,Paul Venable,32
Oregon,U.S. Senate,,REP,Eric Schmitt,2391
Oregon,U.S. Senate,,DEM,Trudy Busch Valentine,571
Oregon,U.S. Senate,,LIB,Jonathan Dine,61
Oregon,U.S. Senate,,CON,Paul Venable,48
Osage,U.S. Senate,,REP,Eric Schmitt,4587
Osage,U.S. Senate,,DEM,Trudy Busch Valentine,856
Osage,U.S. Senate,,LIB,Jonathan Dine,76
Osage,U.S. Senate,,CON,Paul Venable,14
Ozark,U.S. Senate,,REP,Eric Schmitt,2960
Ozark,U.S. Senate,,DEM,Trudy Busch Valentine,610
Ozark,U.S. Senate,,LIB,Jonathan Dine,73
Ozark,U.S. Senate,,CON,Paul Venable,56
Pemiscot,U.S. Senate,,REP,Eric Schmitt,2457
Pemiscot,U.S. Senate,,DEM,Trudy Busch Valentine,707
Pemiscot,U.S. Senate,,LIB,Jonathan Dine,40
Pemiscot,U.S. Senate,,CON,Paul Venable,13
Perry,U.S. Senate,,REP,Eric Schmitt,5113
Perry,U.S. Senate,,DEM,Trudy Busch Valentine,1101
Perry,U.S. Senate,,LIB,Jonathan Dine,85
Perry,U.S. Senate,,CON,Paul Venable,41
Pettis,U.S. Senate,,REP,Eric Schmitt,9032
Pettis,U.S. Senate,,DEM,Trudy Busch Valentine,3677
Pettis,U.S. Senate,,LIB,Jonathan Dine,283
Pettis,U.S. Senate,,CON,Paul Venable,160
Phelps,U.S. Senate,,REP,Eric Schmitt,9268
Phelps,U.S. Senate,,DEM,Trudy Busch Valentine,4001
Phelps,U.S. Senate,,LIB,Jonathan Dine,259
Phelps,U.S. Senate,,CON,Paul Venable,90
Pike,U.S. Senate,,REP,Eric Schmitt,3738
Pike,U.S. Senate,,DEM,Trudy Busch Valentine,1299
Pike,U.S. Senate,,LIB,Jonathan Dine,82
Pike,U.S. Senate,,CON,Paul Venable,48
Platte,U.S. Senate,,REP,Eric Schmitt,20304
Platte,U.S. Senate,,DEM,Trudy Busch Valentine,19918
Platte,U.S. Senate,,LIB,Jonathan Dine,683
Platte,U.S. Senate,,CON,Paul Venable,215
Polk,U.S. Senate,,REP,Eric Schmitt,7948
Polk,U.S. Senate,,DEM,Trudy Busch Valentine,2184
Polk,U.S. Senate,,LIB,Jonathan Dine,303
Polk,U.S. Senate,,CON,Paul Venable,128
Pulaski,U.S. Senate,,REP,Eric Schmitt,6703
Pulaski,U.S. Senate,,DEM,Trudy Busch Valentine,2224
Pulaski,U.S. Senate,,LIB,Jonathan Dine,270
Pulaski,U.S. Senate,,CON,Paul Venable,116
Putnam,U.S. Senate,,REP,Eric Schmitt,1379
Putnam,U.S. Senate,,DEM,Trudy Busch Valentine,287
Putnam,U.S. Senate,,LIB,Jonathan Dine,29
Putnam,U.S. Senate,,CON,Paul Venable,19
Ralls,U.S. Senate,,REP,Eric Schmitt,2917
Ralls,U.S. Senate,,DEM,Trudy Busch Valentine,935
Ralls,U.S. Senate,,LIB,Jonathan Dine,95
Ralls,U.S. Senate,,CON,Paul Venable,35
Randolph,U.S. Senate,,REP,Eric Schmitt,5242
Randolph,U.S. Senate,,DEM,Trudy Busch Valentine,1954
Randolph,U.S. Senate,,LIB,Jonathan Dine,163
Randolph,U.S. Senate,,CON,Paul Venable,65
Ray,U.S. Senate,,REP,Eric Schmitt,5286
Ray,U.S. Senate,,DEM,Trudy Busch Valentine,2403
Ray,U.S. Senate,,LIB,Jonathan Dine,158
Ray,U.S. Senate,,CON,Paul Venable,92
Reynolds,U.S. Senate,,REP,Eric Schmitt,1817
Reynolds,U.S. Senate,,DEM,Trudy Busch Valentine,512
Reynolds,U.S. Senate,,LIB,Jonathan Dine,43
Reynolds,U.S. Senate,,CON,Paul Venable,24
Ripley,U.S. Senate,,REP,Eric Schmitt,3005
Ripley,U.S. Senate,,DEM,Trudy Busch Valentine,609
Ripley,U.S. Senate,,LIB,Jonathan Dine,82
Ripley,U.S. Senate,,CON,Paul Venable,39
Saline,U.S. Senate,,REP,Eric Schmitt,4030
Saline,U.S. Senate,,DEM,Trudy Busch Valentine,2079
Saline,U.S. Senate,,LIB,Jonathan Dine,119
Saline,U.S. Senate,,CON,Paul Venable,50
Schuyler,U.S. Senate,,REP,Eric Schmitt,1182
Schuyler,U.S. Senate,,DEM,Trudy Busch Valentine,304
Schuyler,U.S. Senate,,LIB,Jonathan Dine,37
Schuyler,U.S. Senate,,CON,Paul Venable,7
Scotland,U.S. Senate,,REP,Eric Schmitt,1010
Scotland,U.S. Senate,,DEM,Trudy Busch Valentine,305
Scotland,U.S. Senate,,LIB,Jonathan Dine,32
Scotland,U.S. Senate,,CON,Paul Venable,13
Scott,U.S. Senate,,REP,Eric Schmitt,9210
Scott,U.S. Senate,,DEM,Trudy Busch Valentine,2161
Scott,U.S. Senate,,LIB,Jonathan Dine,156
Scott,U.S. Senate,,CON,Paul Venable,98
Shannon,U.S. Senate,,REP,Eric Schmitt,2243
Shannon,U.S. Senate,,DEM,Trudy Busch Valentine,586
Shannon,U.S. Senate,,LIB,Jonathan Dine,52
Shannon,U.S. Senate,,CON,Paul Venable,29
Shelby,U.S. Senate,,REP,Eric Schmitt,1753
Shelby,U.S. Senate,,DEM,Trudy Busch Valentine,479
Shelby,U.S. Senate,,LIB,Jonathan Dine,53
Shelby,U.S. Senate,,CON,Paul Venable,13
St. Charles,U.S. Senate,,REP,Eric Schmitt,83559
St. Charles,U.S. Senate,,DEM,Trudy Busch Valentine,64552
St. Charles,U.S. Senate,,LIB,Jonathan Dine,2158
St. Charles,U.S. Senate,,CON,Paul Venable,709
St. Charles,U.S. Senate,,,Nathan V. Mooney,1
St. Clair,U.S. Senate,,REP,Eric Schmitt,2711
St. Clair,U.S. Senate,,DEM,Trudy Busch Valentine,835
St. Clair,U.S. Senate,,LIB,Jonathan Dine,101
St. Clair,U.S. Senate,,CON,Paul Venable,44
St. Clair,U.S. Senate,,,Nathan V. Mooney,1
St. Francois,U.S. Senate,,REP,Eric Schmitt,12552
St. Francois,U.S. Senate,,DEM,Trudy Busch Valentine,5197
St. Francois,U.S. Senate,,LIB,Jonathan Dine,338
St. Francois,U.S. Senate,,CON,Paul Venable,151
St. Louis,U.S. Senate,,REP,Eric Schmitt,137197
St. Louis,U.S. Senate,,DEM,Trudy Busch Valentine,226772
St. Louis,U.S. Senate,,LIB,Jonathan Dine,4098
St. Louis,U.S. Senate,,CON,Paul Venable,1548
St. Louis,U.S. Senate,,,Nathan V. Mooney,7
St. Louis,U.S. Senate,,,Theo Brown Sr,3
St. Louis City,U.S. Senate,,REP,Eric Schmitt,12835
St. Louis City,U.S. Senate,,DEM,Trudy Busch Valentine,69839
St. Louis City,U.S. Senate,,LIB,Jonathan Dine,1098
St. Louis City,U.S. Senate,,CON,Paul Venable,324
Ste. Genevieve,U.S. Senate,,REP,Eric Schmitt,4329
Ste. Genevieve,U.S. Senate,,DEM,Trudy Busch Valentine,2181
Ste. Genevieve,U.S. Senate,,LIB,Jonathan Dine,86
Ste. Genevieve,U.S. Senate,,CON,Paul Venable,44
Stoddard,U.S. Senate,,REP,Eric Schmitt,7320
Stoddard,U.S. Senate,,DEM,Trudy Busch Valentine,1145
Stoddard,U.S. Senate,,LIB,Jonathan Dine,113
Stoddard,U.S. Senate,,CON,Paul Venable,54
Stone,U.S. Senate,,REP,Eric Schmitt,10784
Stone,U.S. Senate,,DEM,Trudy Busch Valentine,2662
Stone,U.S. Senate,,LIB,Jonathan Dine,234
Stone,U.S. Senate,,CON,Paul Venable,129
Sullivan,U.S. Senate,,REP,Eric Schmitt,1360
Sullivan,U.S. Senate,,DEM,Trudy Busch Valentine,344
Sullivan,U.S. Senate,,LIB,Jonathan Dine,30
Sullivan,U.S. Senate,,CON,Paul Venable,10
Taney,U.S. Senate,,REP,Eric Schmitt,13734
Taney,U.S. Senate,,DEM,Trudy Busch Valentine,3542
Taney,U.S. Senate,,LIB,Jonathan Dine,335
Taney,U.S. Senate,,CON,Paul Venable,184
Texas,U.S. Senate,,REP,Eric Schmitt,6621
Texas,U.S. Senate,,DEM,Trudy Busch Valentine,1337
Texas,U.S. Senate,,LIB,Jonathan Dine,184
Texas,U.S. Senate,,CON,Paul Venable,115
Vernon,U.S. Senate,,REP,Eric Schmitt,4620
Vernon,U.S. Senate,,DEM,Trudy Busch Valentine,1325
Vernon,U.S. Senate,,LIB,Jonathan Dine,136
Vernon,U.S. Senate,,CON,Paul Venable,75
Warren,U.S. Senate,,REP,Eric Schmitt,9103
Warren,U.S. Senate,,DEM,Trudy Busch Valentine,3768
Warren,U.S. Senate,,LIB,Jonathan Dine,233
Warren,U.S. Senate,,CON,Paul Venable,68
Washington,U.S. Senate,,REP,Eric Schmitt,5267
Washington,U.S. Senate,,DEM,Trudy Busch Valentine,1498
Washington,U.S. Senate,,LIB,Jonathan Dine,109
Washington,U.S. Senate,,CON,Paul Venable,60
Wayne,U.S. Senate,,REP,Eric Schmitt,3374
Wayne,U.S. Senate,,DEM,Trudy Busch Valentine,605
Wayne,U.S. Senate,,LIB,Jonathan Dine,54
Wayne,U.S. Senate,,CON,Paul Venable,30
Webster,U.S. Senate,,REP,Eric Schmitt,10667
Webster,U.S. Senate,,DEM,Trudy Busch Valentine,3008
Webster,U.S. Senate,,LIB,Jonathan Dine,325
Webster,U.S. Senate,,CON,Paul Venable,206
Worth,U.S. Senate,,REP,Eric Schmitt,651
Worth,U.S. Senate,,DEM,Trudy Busch Valentine,184
Worth,U.S. Senate,,LIB,Jonathan Dine,22
Worth,U.S. Senate,,CON,Paul Venable,6
Wright,U.S. Senate,,REP,Eric Schmitt,5210
Wright,U.S. Senate,,DEM,Trudy Busch Valentine,819
Wright,U.S. Senate,,LIB,Jonathan Dine,159
Wright,U.S. Senate,,CON,Paul Venable,55
Wright,U.S. Senate,,,Nathan V. Mooney,1
Total,U.S. Senate,,REP,Eric Schmitt,1146966
Total,U.S. Senate,,DEM,Trudy Busch Valentine,872694
Total,U.S. Senate,,LIB,Jonathan Dine,34821
Total,U.S. Senate,,CON,Paul Venable,14608
Total,U.S. Senate,,,Nathan V. Mooney,14
Total,U.S. Senate,,,Theo Brown Sr,4
